"GEO_ID","NAME","B25077_001E","B25077_001M"
"id","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)"
"0500000US36001","Albany County, New York","227000","7061"
"0500000US36005","Bronx County, New York","400300","10062"
"0500000US36007","Broome County, New York","114200","6698"
"0500000US36009","Cattaraugus County, New York","88300","2679"
"0500000US36011","Cayuga County, New York","120900","6438"
"0500000US36013","Chautauqua County, New York","87500","4069"
"0500000US36015","Chemung County, New York","112900","8734"
"0500000US36019","Clinton County, New York","136900","6941"
"0500000US36027","Dutchess County, New York","279300","5522"
"0500000US36029","Erie County, New York","153300","2373"
"0500000US36045","Jefferson County, New York","148300","10126"
"0500000US36047","Kings County, New York","701800","10709"
"0500000US36051","Livingston County, New York","135300","10171"
"0500000US36053","Madison County, New York","145800","11516"
"0500000US36055","Monroe County, New York","147700","2641"
"0500000US36059","Nassau County, New York","489900","4100"
"0500000US36061","New York County, New York","976100","35100"
"0500000US36063","Niagara County, New York","124900","5566"
"0500000US36065","Oneida County, New York","124000","4747"
"0500000US36067","Onondaga County, New York","146700","3309"
"0500000US36069","Ontario County, New York","166100","6886"
"0500000US36071","Orange County, New York","269100","6990"
"0500000US36075","Oswego County, New York","103300","7842"
"0500000US36079","Putnam County, New York","359700","13359"
"0500000US36081","Queens County, New York","545800","8094"
"0500000US36083","Rensselaer County, New York","196000","5569"
"0500000US36085","Richmond County, New York","501300","13279"
"0500000US36087","Rockland County, New York","439100","9070"
"0500000US36089","St. Lawrence County, New York","94300","4521"
"0500000US36091","Saratoga County, New York","258600","9283"
"0500000US36093","Schenectady County, New York","164400","6940"
"0500000US36101","Steuben County, New York","97500","7065"
"0500000US36103","Suffolk County, New York","394600","3653"
"0500000US36105","Sullivan County, New York","177500","15992"
"0500000US36109","Tompkins County, New York","205300","12788"
"0500000US36111","Ulster County, New York","233000","10033"
"0500000US36113","Warren County, New York","194200","9431"
"0500000US36117","Wayne County, New York","125000","8000"
"0500000US36119","Westchester County, New York","547800","10671"
