GEOID,year,name,parent_location,population,poverty_rate,pct_owner_occupied,pct_renter_occupied,median_rent,median_income,median_property_value,pct_rent_burden,pct_white_population,pct_african_american,pct_american_indian,pct_asian,pct_native_hawaiian_and_other_pacific_islander,pct_other,pct_multiple_races
36059,2016,Nassau County,New York,1361500,5.4,79.93240852,18.62305189,1581,103926,468014,31.4,68.06,11.65,0.25,9.4,0.02,7.52,3.11
36061,2016,New York County,New York,1643734,16.5,22.48246789,76.46945891,1623,75090,958581,27.4,56.7,14.97,0.28,12.44,0.07,10.91,4.63
36063,2016,Niagara County,New York,211758,10.9,69.67067569,27.77238506,631,47681,116546,26.1,87.44,6.35,1.06,0.98,0.07,0.86,3.23
36065,2016,Oneida County,New York,231190,13.7,69.09116341,28.76292385,685,50972,120178,24.2,85.56,5.76,0.17,4.25,0.02,1.07,3.16
36067,2016,Onondaga County,New York,466194,13.7,64.03754981,34.2066796,787,55165,136927,27.5,79.56,11.32,0.38,3.74,0.02,1.34,3.64
36069,2016,Ontario County,New York,109828,6.5,70.76106033,26.05930755,783,53329,146686,27.6,92.17,2.9,0.53,1.22,0.1,1.5,1.57
36071,2016,Orange County,New York,379210,10.8,62.2589464,35.17336215,1119,68843,252944,29.4,73.5,10.25,0.49,2.82,0.04,8.7,4.21
36073,2016,Orleans County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36075,2016,Oswego County,New York,118987,15.1,69.38827331,27.33148661,703,50466,95590,28.9,95.69,1.51,0.15,0.61,0.06,0.14,1.83
36077,2016,Otsego County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36079,2016,Putnam County,New York,98900,3.8,77.34745636,18.54393555,1259,89074,350355,28.7,86.05,1.51,0.87,2.24,0.06,7.12,2.16
36081,2016,Queens County,New York,2333054,12.5,43.58020446,55.38981392,1437,61056,498567,32.5,38.83,18.06,0.41,25.41,0.05,13.66,3.58
36083,2016,Rensselaer County,New York,160070,10.1,61.85732018,34.3976612,840,60136,174089,25.5,86.18,6.09,0.5,2.51,0,1.17,3.55
36085,2016,Richmond County,New York,476015,11.6,69.57365299,28.01532378,1194,72732,469491,31,74.06,10.28,0.05,8.56,0.15,4.72,2.18
36087,2016,Rockland County,New York,326780,12.7,67.7905845,29.63577686,1414,79645,424099,34.3,69.11,12.35,0.18,6.02,0.01,10.4,1.92
36089,2016,St. Lawrence County,New York,110038,14,73.49332649,23.70123203,650,49670,84062,24.8,93.46,2.66,0.4,1.35,0.01,0.43,1.69
36091,2016,Saratoga County,New York,227053,4.6,71.21854679,25.88895413,972,72756,243223,23,93.15,1.2,0.21,2.99,0.04,0.4,2
36093,2016,Schenectady County,New York,154553,7.6,63.90990298,32.72855494,868,53391,162407,28.3,77.3,9.39,0.17,4.36,0.14,4.6,4.04
36095,2016,Schoharie County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36097,2016,Schuyler County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36099,2016,Seneca County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36101,2016,Steuben County,New York,96940,10.1,71.8828766,24.71979407,619,47772,94917,21.5,94.39,1.89,0.12,1.34,0,0.54,1.72
36103,2016,Suffolk County,New York,1492583,6.4,78.77175191,20.35966288,1607,90532,383061,32.3,80.12,7.45,0.23,3.93,0.06,6.24,1.98
36105,2016,Sullivan County,New York,74801,10.5,69.88426918,25.13501929,676,38342,155570,26.7,80.88,7.57,0.07,1.64,0,5.85,4
36107,2016,Tioga County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36109,2016,Tompkins County,New York,104871,17.2,53.72300716,42.20145436,933,53014,187181,32.6,79.55,4.48,0.26,10.13,0,1.58,4.01
36111,2016,Ulster County,New York,179225,12,67.29630247,30.52850023,961,59013,216502,30.7,84.83,6.06,0.08,2.21,0.01,2.94,3.85
36113,2016,Warren County,New York,64567,8.8,68.37014581,27.0896492,839,51326,185122,26.9,96.22,1.07,0.13,0.93,0.13,0.23,1.29
36115,2016,Washington County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36117,2016,Wayne County,New York,90798,7,74.16040443,20.84164503,755,55013,113273,20.7,93.06,2.71,0.06,0.85,0,1.2,2.11
36119,2016,Westchester County,New York,974542,9,59.77420343,38.14199663,1402,86504,501499,30.9,64.51,14.83,0.28,5.95,0.02,11.07,3.34
36121,2016,Wyoming County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36123,2016,Yates County,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
