,Unnamed: 0,Client: Create Date/Time,Client's_City,zipcode,county,Client's Location,PresentingNeeds_TaxonomyCode,category_code,category_sub,latitude,longitude
5277,12496,11/13/2015 12:16:41.17996 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5278,12500,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.3200,P,PH,42.769009,-73.93619
5279,12501,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.3200,P,PH,42.769009,-73.93619
5280,12502,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.3200,P,PH,42.769009,-73.93619
5281,12503,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.1500-120,P,PH,42.769009,-73.93619
5282,12504,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.1500-120,P,PH,42.769009,-73.93619
5283,12505,11/22/2015 14:36:25.349222 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2950.1500-120,L,LH,42.769009,-73.93619
5284,12513,12/09/2015 07:42:25.353241 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,B,BH,42.769009,-73.93619
5285,12526,12/16/2015 12:22:04.930348 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5286,12527,12/16/2015 12:42:53.926841 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,T,TI,42.769009,-73.93619
5287,12598,12/16/2015 10:32:51.651769 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-150,P,PH,42.769009,-73.93619
5288,12628,01/22/2015 09:01:38.704408 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5289,12629,01/22/2015 14:59:24.22195 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5290,12633,01/21/2015 14:15:10.260113 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,F,FT,42.769009,-73.93619
5291,12638,05/13/2015 10:24:25.101641 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NS-1800.8000,D,DT,42.769009,-73.93619
5292,12642,01/05/2015 08:36:22.933276 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5293,12644,01/05/2015 09:12:36.31221 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5294,12645,01/05/2015 09:14:44.61849 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5295,12647,01/06/2015 07:20:24.323206 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5296,12650,01/03/2015 11:21:36.021696 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5297,12651,01/06/2015 10:25:06.462716 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5298,12652,01/08/2015 11:41:09.042413 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5299,12653,01/07/2015 07:18:18.838996 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5300,12654,01/07/2015 07:57:15.043018 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5301,12656,01/08/2015 07:09:25.740879 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5302,12657,01/07/2015 10:07:52.673263 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5303,12658,01/07/2015 10:55:01.479391 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5304,12661,01/07/2015 11:12:00.290921 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5305,12662,01/07/2015 11:42:21.833399 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5306,12663,01/08/2015 08:33:33.225537 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5307,12664,01/07/2015 13:34:15.218808 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5308,12666,01/07/2015 14:35:22.951861 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5309,12678,01/09/2015 13:07:13.618917 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5310,12679,01/09/2015 14:40:27.025446 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5311,12680,01/12/2015 11:46:12.652323 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5312,12684,01/15/2015 08:26:17.989054 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5313,12714,01/29/2015 14:09:41.794559 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5314,12715,01/29/2015 14:06:07.790147 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5315,12719,01/30/2015 13:00:13.158511 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5316,12724,02/02/2015 09:06:18.340075 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5317,12746,02/06/2015 15:32:47.607636 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5318,12752,02/12/2015 14:10:10.353099 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,F,FT,42.769009,-73.93619
5319,12768,02/17/2015 10:15:18.837922 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5320,12772,02/19/2015 14:35:32.589519 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5321,12781,02/25/2015 14:47:57.929909 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,RX-8450.1150,D,DT,42.769009,-73.93619
5322,12787,03/02/2015 12:58:58.702578 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5323,12826,03/18/2015 15:04:11.684158 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4800,D,DT,42.769009,-73.93619
5324,12834,03/23/2015 07:22:42.976794 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,ND-2000.6500-700,D,DT,42.769009,-73.93619
5325,12835,03/23/2015 08:07:50.805335 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5326,12836,03/23/2015 13:19:27.447119 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5327,12849,03/26/2015 13:33:04.876021 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5328,12878,04/02/2015 10:01:30.80426 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5329,12894,04/13/2015 13:28:31.329659 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5330,12896,04/14/2015 07:42:09.374508 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5331,12900,04/14/2015 08:46:49.961449 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5332,12921,05/05/2015 08:57:32.858778 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5333,12922,05/05/2015 08:57:32.858778 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5334,12923,05/05/2015 08:57:32.858778 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5335,12924,05/05/2015 08:57:32.858778 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,D,DT,42.769009,-73.93619
5336,12927,05/11/2015 09:15:17.950391 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5337,12945,05/21/2015 13:52:05.28505 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1800.8500,R,RP,42.769009,-73.93619
5338,12963,06/04/2015 08:03:05.29595 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-6100,,,42.769009,-73.93619
5339,12966,06/09/2015 09:54:19.808567 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5340,12996,06/25/2015 09:25:11.622419 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,B,BH,42.769009,-73.93619
5341,13002,07/01/2015 14:36:24.440266 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,PH-2400.1500,B,BH,42.769009,-73.93619
5342,13018,07/22/2015 09:52:22.055946 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5343,13035,08/03/2015 13:51:02.488467 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5344,13036,08/04/2015 10:22:15.610917 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,B,BH,42.769009,-73.93619
5345,13037,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1800,B,BH,42.769009,-73.93619
5346,13038,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1800,B,BH,42.769009,-73.93619
5347,13039,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1800,N,NL,42.769009,-73.93619
5348,13040,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-6000.2000,N,NL,42.769009,-73.93619
5349,13041,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-6000.2000,N,NL,42.769009,-73.93619
5350,13042,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-6000.2000,N,NL,42.769009,-73.93619
5351,13043,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-5000.5000,N,NL,42.769009,-73.93619
5352,13044,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-5000.5000,N,NL,42.769009,-73.93619
5353,13045,08/05/2015 13:52:34.348994 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NL-5000.5000,R,RP,42.769009,-73.93619
5354,13046,08/06/2015 13:05:56.555626 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,RP-1500.1400-200,B,BH,42.769009,-73.93619
5355,13070,08/24/2015 15:59:40.786486 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,F,FT,42.769009,-73.93619
5356,13081,09/10/2015 10:29:33.818596 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,PW-9000,D,DD,42.769009,-73.93619
5357,13085,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BT-4500.6500-500,B,BT,42.769009,-73.93619
5358,13086,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BT-4500.6500-500,B,BT,42.769009,-73.93619
5359,13087,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BT-4500.6500-500,F,FT,42.769009,-73.93619
5360,13088,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,F,FT,42.769009,-73.93619
5361,13089,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,F,FT,42.769009,-73.93619
5362,13090,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,B,BH,42.769009,-73.93619
5363,13091,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1850,B,BH,42.769009,-73.93619
5364,13092,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1850,B,BH,42.769009,-73.93619
5365,13093,09/14/2015 08:52:30.243606 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1850,F,FT,42.769009,-73.93619
5366,13109,09/21/2015 09:14:11.796109 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DD-1500.9650,D,DM,42.769009,-73.93619
5367,13127,09/29/2015 10:20:58.20275 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5368,13128,09/29/2015 12:53:57.284475 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5369,13129,09/29/2015 12:53:57.284475 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BH,42.769009,-73.93619
5370,13141,10/26/2015 13:25:11.858027 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,NT-8900,,,42.769009,-73.93619
5371,13152,11/02/2015 14:05:05.518211 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TD-6600.4500-040,T,TD,42.769009,-73.93619
5372,13153,11/02/2015 14:05:05.518211 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TD-6600.4500-040,,,42.769009,-73.93619
5373,13158,11/05/2015 12:24:10.445036 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,,,42.769009,-73.93619
5374,13159,11/05/2015 12:49:24.158183 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,P,PH,42.769009,-73.93619
5375,13164,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-3000.0500-230,B,BM,42.769009,-73.93619
5376,13165,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-3000.0500-230,B,BM,42.769009,-73.93619
5377,13166,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-3000.0500-230,B,BH,42.769009,-73.93619
5378,13167,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3000.1800-950,B,BH,42.769009,-73.93619
5379,13168,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3000.1800-950,B,BH,42.769009,-73.93619
5380,13169,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3000.1800-950,T,TJ,42.769009,-73.93619
5381,13170,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TJ-3000.8000,T,TJ,42.769009,-73.93619
5382,13171,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TJ-3000.8000,T,TJ,42.769009,-73.93619
5383,13172,11/10/2015 10:01:17.272046 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TJ-3000.8000,F,FT,42.769009,-73.93619
5384,13229,12/02/2015 07:22:14.500509 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,T,TN,42.769009,-73.93619
5385,13231,12/06/2015 15:33:56.080007 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,TJ-3200.2500,,,42.769009,-73.93619
5386,13233,12/07/2015 10:36:11.623178 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,LH-2700.2000-150,F,FT,42.769009,-73.93619
5387,13264,12/18/2015 10:45:04.819132 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5388,13272,12/29/2015 08:19:53.138542 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-3000.2000-250,N,NL,42.769009,-73.93619
5389,13292,01/24/2015 12:38:54.561545 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,N,NT,42.769009,-73.93619
5390,13295,01/05/2015 07:28:49.829078 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,B,BH,42.769009,-73.93619
5391,13296,01/01/2015 12:28:56.757382 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-1800,,,42.769009,-73.93619
5392,13297,01/02/2015 07:45:14.134217 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5393,13301,01/02/2015 09:35:30.65649 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5394,13310,01/05/2015 13:17:26.306262 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5395,13313,01/06/2015 12:07:58.670203 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5396,13315,01/06/2015 16:16:19.294898 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5397,13316,01/06/2015 16:50:41.226178 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5398,13317,01/07/2015 07:20:46.683687 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5399,13318,01/07/2015 07:47:56.961555 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5400,13319,01/07/2015 09:36:12.673427 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5401,13320,01/07/2015 09:27:30.054082 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5402,13321,01/07/2015 09:59:19.13324 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,B,BH,42.769009,-73.93619
5403,13323,01/07/2015 11:41:27.573014 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5404,13324,01/08/2015 08:07:02.404547 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5405,13326,01/07/2015 14:05:15.260097 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5406,13333,01/12/2015 07:44:30.625229 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,B,BH,42.769009,-73.93619
5407,13334,01/13/2015 11:51:11.528511 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.769009,-73.93619
5408,13335,01/13/2015 11:51:11.528511 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3800.7000,D,DT,42.769009,-73.93619
5409,13344,01/27/2015 07:44:57.219322 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BV-8900.9300-180,B,BV,42.769009,-73.93619
5410,13345,01/27/2015 07:44:57.219322 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,BV-8900.9300-180,D,DD,42.769009,-73.93619
5411,13346,01/27/2015 07:44:57.219322 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DD-1500.9650,D,DD,42.769009,-73.93619
5412,13347,01/27/2015 07:44:57.219322 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DD-1500.9650,,,42.769009,-73.93619
5413,13354,01/28/2015 14:56:17.914526 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5414,13356,01/30/2015 08:25:53.885179 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5415,13357,01/30/2015 10:41:34.181655 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5416,13363,02/03/2015 09:15:31.116903 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5417,13372,02/12/2015 15:22:01.735282 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5418,13374,02/14/2015 15:19:20.121257 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5419,13375,02/14/2015 15:19:20.121257 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5420,13388,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-3600,F,FT,42.769009,-73.93619
5421,13389,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-3600,F,FT,42.769009,-73.93619
5422,13390,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-3600,Y,YZ,42.769009,-73.93619
5423,13391,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,YZ-3350,Y,YZ,42.769009,-73.93619
5424,13392,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,YZ-3350,Y,YZ,42.769009,-73.93619
5425,13393,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,YZ-3350,F,FT,42.769009,-73.93619
5426,13394,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4800,F,FT,42.769009,-73.93619
5427,13395,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4800,F,FT,42.769009,-73.93619
5428,13396,02/23/2015 09:49:22.153349 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4800,,,42.769009,-73.93619
5429,13399,03/05/2015 13:49:47.467733 MST,SCHENECTADY,12303,SCHENECTADY,Schenectady,,N,ND,42.769009,-73.93619
5430,13416,03/13/2015 14:38:41.600916 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,,,42.769009,-73.93619
5431,13425,03/24/2015 10:46:40.418118 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8700.2000,D,DT,42.769009,-73.93619
5432,13426,03/24/2015 10:46:40.418118 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8700.2000,D,DT,42.769009,-73.93619
5433,13427,03/24/2015 10:46:40.418118 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8700.8000,D,DT,42.769009,-73.93619
5434,13428,03/24/2015 10:46:40.418118 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8700.8000,D,DT,42.769009,-73.93619
5435,13431,03/24/2015 16:55:26.14328 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5436,13435,03/31/2015 13:32:55.994322 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,LN,,,42.769009,-73.93619
5437,13449,04/06/2015 07:11:00.260134 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5438,13454,04/09/2015 09:32:42.378311 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,D,DT,42.769009,-73.93619
5439,13455,04/09/2015 14:20:26.918285 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,DT-8800,D,DT,42.769009,-73.93619
5440,13480,05/07/2015 13:50:05.636931 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,F,FT,42.769009,-73.93619
5441,13481,05/07/2015 13:50:05.636931 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,FT-4500.1800,B,BH,42.769009,-73.93619
5442,13482,05/07/2015 13:50:05.636931 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.769009,-73.93619
5443,13483,05/07/2015 13:50:05.636931 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BH-3800.7000,,,42.769009,-73.93619
5444,13484,05/19/2015 10:45:50.656268 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,P,PH,42.769009,-73.93619
5445,13487,05/21/2015 11:21:23.620819 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,HD-8000.1800-500,T,TI,42.769009,-73.93619
5446,13504,07/08/2015 10:05:25.688536 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,T,TI,42.769009,-73.93619
5447,13505,07/08/2015 10:05:25.688536 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,T,TI,42.769009,-73.93619
5448,13506,07/08/2015 10:05:25.688536 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,T,TI,42.769009,-73.93619
5449,13507,07/08/2015 10:05:25.688536 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,,,42.769009,-73.93619
5450,13510,07/20/2015 14:55:19.396556 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,T,TI,42.769009,-73.93619
5451,13511,07/20/2015 14:55:19.396556 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,TI-1800.3000-200,B,BH,42.769009,-73.93619
5452,13534,08/18/2015 10:35:59.459232 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,,,,42.769009,-73.93619
5453,13536,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-150,B,BM,42.769009,-73.93619
5454,13537,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-150,B,BM,42.769009,-73.93619
5455,13538,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-150,B,BM,42.769009,-73.93619
5456,13539,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-150,B,BD,42.769009,-73.93619
5457,13540,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5458,13541,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5459,13542,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.769009,-73.93619
5460,13543,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BD-1800.2000,B,BM,42.769009,-73.93619
5461,13544,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-250,B,BM,42.769009,-73.93619
5462,13545,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-250,B,BM,42.769009,-73.93619
5463,13546,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-250,B,BM,42.769009,-73.93619
5464,13547,08/19/2015 07:40:33.077773 MDT,SCHENECTADY,12303,SCHENECTADY,Schenectady,BM-6500.1500-250,T,TI,42.769009,-73.93619
