,Unnamed: 0,Client: Create Date/Time,Client's_City,zipcode,county,Client's Location,PresentingNeeds_TaxonomyCode,category_code,category_sub,latitude,longitude
12756,8886,02/09/2015 12:25:57.693529 MST,SCHENECTADY,12308,SCHENECTADY,Not Applicable,DT-8909,D,DT,42.820909,-73.92002
12757,8891,02/17/2015 08:41:01.633825 MST,SCHENECTADY,12308,SCHENECTADY,Not Applicable,DT-8946,D,DT,42.820909,-73.92002
12758,8905,04/08/2015 09:14:24.056575 MDT,SCHENECTADY,12308,SCHENECTADY,Saratoga,DT-9273,D,DT,42.820909,-73.92002
12759,8910,01/22/2015 10:46:35.37473 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9278,D,DT,42.820909,-73.92002
12760,8917,01/29/2015 13:19:27.011711 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9285,D,DT,42.820909,-73.92002
12761,8935,02/06/2015 14:08:04.889362 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9303,D,DT,42.820909,-73.92002
12762,8942,02/11/2015 07:28:00.388956 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9310,D,DT,42.820909,-73.92002
12763,8946,02/11/2015 11:56:37.407258 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9314,D,DT,42.820909,-73.92002
12764,8966,02/20/2015 11:56:17.586713 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9334,D,DT,42.820909,-73.92002
12765,8974,02/24/2015 08:54:04.486319 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9342,D,DT,42.820909,-73.92002
12766,9001,03/09/2015 07:43:30.961677 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9369,D,DT,42.820909,-73.92002
12767,9018,03/17/2015 10:14:48.996497 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9386,D,DT,42.820909,-73.92002
12768,9021,03/17/2015 14:11:25.796848 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9389,D,DT,42.820909,-73.92002
12769,9026,03/19/2015 09:49:27.881387 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9394,D,DT,42.820909,-73.92002
12770,9033,03/23/2015 11:29:27.525582 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9401,D,DT,42.820909,-73.92002
12771,9049,03/31/2015 10:22:09.029516 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9417,D,DT,42.820909,-73.92002
12772,9050,03/31/2015 10:22:09.029516 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9418,D,DT,42.820909,-73.92002
12773,9051,03/31/2015 12:12:32.607355 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9419,D,DT,42.820909,-73.92002
12774,9052,03/31/2015 12:01:56.584879 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9420,D,DT,42.820909,-73.92002
12775,9054,04/01/2015 08:50:26.657109 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9423,D,DT,42.820909,-73.92002
12776,9069,04/07/2015 11:13:51.962939 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9439,D,DT,42.820909,-73.92002
12777,9072,04/08/2015 09:09:57.783899 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9442,D,DT,42.820909,-73.92002
12778,9085,01/24/2015 11:24:43.683803 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,D,DT,42.820909,-73.92002
12779,9088,01/26/2015 08:45:52.270661 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12780,9094,01/02/2015 11:05:06.711275 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,F,FT,42.820909,-73.92002
12781,9103,01/08/2015 11:34:58.126613 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12782,9104,01/08/2015 15:47:17.255104 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12783,9105,01/08/2015 13:20:17.755957 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12784,9109,01/07/2015 10:57:35.183144 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,B,BH,42.820909,-73.92002
12785,9111,01/07/2015 11:25:22.62606 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,D,DT,42.820909,-73.92002
12786,9114,01/08/2015 09:05:31.227865 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12787,9120,01/09/2015 10:07:57.68965 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,F,FT,42.820909,-73.92002
12788,9135,01/14/2015 10:15:51.457144 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,TJ-3000.8000,T,TJ,42.820909,-73.92002
12789,9136,01/14/2015 10:15:51.457144 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,TJ-3000.8000,,,42.820909,-73.92002
12790,9137,01/14/2015 10:58:50.96706 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,D,DT,42.820909,-73.92002
12791,9139,01/19/2015 14:04:08.489942 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12792,9143,01/20/2015 12:48:00.085535 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,YZ-4750,,,42.820909,-73.92002
12793,9147,01/26/2015 09:32:55.224993 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12794,9151,01/27/2015 10:52:30.873112 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,T,TI,42.820909,-73.92002
12795,9157,01/31/2015 11:41:44.396893 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12796,9161,02/05/2015 13:56:39.026723 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12797,9162,02/06/2015 07:20:16.57319 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,B,BH,42.820909,-73.92002
12798,9163,02/06/2015 07:20:16.57319 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-8300.3000,D,DT,42.820909,-73.92002
12799,9164,02/06/2015 10:22:28.749632 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,L,LV,42.820909,-73.92002
12800,9166,02/06/2015 12:09:40.506543 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12801,9169,02/10/2015 09:02:57.986089 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,YK-6500.0500,D,DT,42.820909,-73.92002
12802,9170,02/10/2015 10:45:54.914913 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12803,9186,03/02/2015 10:40:17.255253 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12804,9194,03/05/2015 14:11:36.256848 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12805,9197,03/09/2015 12:34:34.540165 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12806,9209,03/19/2015 07:32:15.48523 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.820909,-73.92002
12807,9215,03/19/2015 11:30:39.852467 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12808,9223,03/30/2015 11:19:45.057913 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,F,FT,42.820909,-73.92002
12809,9226,04/02/2015 11:38:03.680433 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12810,9240,04/14/2015 08:27:35.062442 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-3200,B,BH,42.820909,-73.92002
12811,9253,05/18/2015 12:33:53.126958 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,F,FT,42.820909,-73.92002
12812,9304,08/17/2015 15:03:27.20985 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,,,42.820909,-73.92002
12813,9329,09/08/2015 14:02:08.290633 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,NL-6000.2000,N,NT,42.820909,-73.92002
12814,9331,09/09/2015 12:16:59.9371 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,,,42.820909,-73.92002
12815,9333,09/14/2015 09:55:34.510382 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,B,BD,42.820909,-73.92002
12816,9338,09/17/2015 09:31:39.127751 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-4500.1800,,,42.820909,-73.92002
12817,9342,09/22/2015 07:18:00.741102 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,T,TJ,42.820909,-73.92002
12818,9371,11/25/2015 08:32:35.515292 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,NL-5000.5000,N,NL,42.820909,-73.92002
12819,9372,11/25/2015 08:32:35.515292 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,NL-5000.5000,R,RR,42.820909,-73.92002
12820,9373,11/25/2015 08:32:35.515292 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,RR-5150.2500,R,RR,42.820909,-73.92002
12821,9374,11/25/2015 08:32:35.515292 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,RR-5150.2500,R,RX,42.820909,-73.92002
12822,9379,12/02/2015 07:17:21.865755 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,F,FT,42.820909,-73.92002
12823,9386,12/08/2015 11:28:58.593213 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,Y,YS,42.820909,-73.92002
12824,9398,01/16/2015 08:17:38.414941 MST,SCHENECTADY,12308,SCHENECTADY,Not Applicable,,,,42.820909,-73.92002
12825,9414,01/15/2015 11:29:03.497044 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9847,D,DT,42.820909,-73.92002
12826,9424,01/20/2015 08:05:19.890864 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9857,D,DT,42.820909,-73.92002
12827,9432,01/29/2015 12:07:04.281327 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9865,D,DT,42.820909,-73.92002
12828,9461,02/05/2015 14:18:53.811208 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9894,D,DT,42.820909,-73.92002
12829,9464,02/06/2015 11:45:48.027354 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9897,D,DT,42.820909,-73.92002
12830,9471,02/09/2015 10:54:15.863178 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9904,D,DT,42.820909,-73.92002
12831,9481,02/10/2015 11:26:04.766146 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9914,D,DT,42.820909,-73.92002
12832,9487,02/12/2015 09:09:17.965886 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9920,D,DT,42.820909,-73.92002
12833,9491,02/12/2015 14:29:36.87297 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9925,D,DT,42.820909,-73.92002
12834,9493,02/13/2015 09:36:50.006018 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9927,D,DT,42.820909,-73.92002
12835,9500,02/17/2015 11:11:03.841408 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9934,D,DT,42.820909,-73.92002
12836,9506,02/18/2015 14:54:29.508196 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9940,D,DT,42.820909,-73.92002
12837,9512,02/20/2015 11:10:38.852379 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9946,D,DT,42.820909,-73.92002
12838,9515,02/23/2015 11:43:24.88599 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9949,D,DT,42.820909,-73.92002
12839,9519,02/25/2015 08:17:05.3122 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9953,D,DT,42.820909,-73.92002
12840,9525,02/25/2015 15:12:47.848529 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9959,D,DT,42.820909,-73.92002
12841,9548,03/10/2015 15:58:49.349301 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9982,D,DT,42.820909,-73.92002
12842,9559,03/12/2015 11:04:38.030351 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-9993,D,DT,42.820909,-73.92002
12843,9573,01/23/2015 14:53:08.966303 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10182,D,DT,42.820909,-73.92002
12844,9574,01/26/2015 10:11:56.08234 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10183,D,DT,42.820909,-73.92002
12845,9579,01/30/2015 09:24:49.310974 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10188,D,DT,42.820909,-73.92002
12846,9584,02/04/2015 08:53:37.919925 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10193,D,DT,42.820909,-73.92002
12847,9587,02/06/2015 11:45:43.027566 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10196,D,DT,42.820909,-73.92002
12848,9597,02/11/2015 11:44:46.010272 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10206,D,DT,42.820909,-73.92002
12849,9607,02/23/2015 08:22:42.662721 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10216,D,DT,42.820909,-73.92002
12850,9609,02/25/2015 07:56:04.14093 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10218,D,DT,42.820909,-73.92002
12851,9627,03/12/2015 08:11:24.47972 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10237,D,DT,42.820909,-73.92002
12852,9628,03/13/2015 08:21:07.243258 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-10238,D,DT,42.820909,-73.92002
12853,9665,01/20/2015 10:11:04.969644 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-11037,D,DT,42.820909,-73.92002
12854,9671,01/22/2015 10:06:36.271882 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12037,D,DT,42.820909,-73.92002
12855,9685,01/28/2015 14:18:17.264492 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12086,D,DT,42.820909,-73.92002
12856,9686,01/28/2015 14:44:05.082673 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12087,D,DT,42.820909,-73.92002
12857,9689,02/01/2015 08:04:15.138186 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12091,D,DT,42.820909,-73.92002
12858,9691,02/20/2015 10:31:26.505223 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12104,D,DT,42.820909,-73.92002
12859,9692,02/20/2015 11:13:32.740081 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12106,D,DT,42.820909,-73.92002
12860,9696,03/04/2015 12:48:04.308419 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12125,D,DT,42.820909,-73.92002
12861,9701,02/06/2015 08:06:11.22435 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12756,D,DT,42.820909,-73.92002
12862,9702,02/06/2015 08:59:20.625946 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12759,D,DT,42.820909,-73.92002
12863,9703,02/06/2015 08:59:20.625946 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12760,D,DT,42.820909,-73.92002
12864,9707,02/09/2015 10:35:02.337051 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12771,D,DT,42.820909,-73.92002
12865,9714,02/12/2015 14:01:31.551486 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12788,D,DT,42.820909,-73.92002
12866,9716,02/13/2015 11:40:30.516199 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12794,D,DT,42.820909,-73.92002
12867,9718,02/14/2015 12:31:11.77484 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12800,D,DT,42.820909,-73.92002
12868,9719,02/16/2015 13:41:59.848674 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12811,D,DT,42.820909,-73.92002
12869,9727,02/19/2015 12:35:27.667463 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12836,D,DT,42.820909,-73.92002
12870,9730,02/20/2015 13:44:07.201165 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12844,D,DT,42.820909,-73.92002
12871,9732,02/23/2015 07:14:06.025867 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12847,D,DT,42.820909,-73.92002
12872,9739,02/23/2015 13:45:09.10228 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12861,D,DT,42.820909,-73.92002
12873,9745,02/26/2015 09:44:28.433435 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12883,D,DT,42.820909,-73.92002
12874,9749,02/26/2015 14:38:57.677992 MST,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12891,D,DT,42.820909,-73.92002
12875,9771,03/12/2015 09:44:44.237379 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12949,D,DT,42.820909,-73.92002
12876,9784,03/17/2015 10:49:02.066105 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12979,D,DT,42.820909,-73.92002
12877,9785,03/17/2015 10:49:02.066105 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-12980,D,DT,42.820909,-73.92002
12878,9789,03/23/2015 10:21:00.817786 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13002,D,DT,42.820909,-73.92002
12879,9802,03/31/2015 09:15:45.730669 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13042,D,DT,42.820909,-73.92002
12880,9803,03/31/2015 14:17:59.461999 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13049,D,DT,42.820909,-73.92002
12881,9804,04/01/2015 14:29:48.104036 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13057,D,DT,42.820909,-73.92002
12882,9805,04/01/2015 15:04:13.483828 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13058,D,DT,42.820909,-73.92002
12883,9807,04/02/2015 07:13:41.152343 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13061,D,DT,42.820909,-73.92002
12884,9816,04/03/2015 09:41:45.743773 MDT,SCHENECTADY,12308,SCHENECTADY,Albany,DT-13086,D,DT,42.820909,-73.92002
12885,9825,01/22/2015 08:25:50.430364 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,B,BT,42.820909,-73.92002
12886,9830,01/21/2015 15:39:32.307697 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12887,9846,01/06/2015 13:44:48.860055 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12888,9852,01/08/2015 16:10:44.176493 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12889,9859,01/09/2015 08:18:54.605968 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12890,9896,01/16/2015 13:24:08.563301 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12891,9903,01/20/2015 10:22:02.347658 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12892,9914,01/23/2015 07:09:16.117276 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12893,9921,01/28/2015 11:35:12.882306 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,,,42.820909,-73.92002
12894,9922,01/28/2015 11:35:12.882306 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,T,TI,42.820909,-73.92002
12895,9932,01/28/2015 14:12:53.666722 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,D,DT,42.820909,-73.92002
12896,9938,01/29/2015 08:56:02.015493 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12897,9947,02/02/2015 08:17:45.875322 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,F,FL,42.820909,-73.92002
12898,9957,02/03/2015 12:06:06.034856 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12899,9958,02/03/2015 13:27:35.828363 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,,D,DT,42.820909,-73.92002
12900,9966,02/04/2015 15:49:42.204003 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,TH-1700.1910,T,TH,42.820909,-73.92002
12901,9967,02/04/2015 15:49:42.204003 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,TH-1700.1910,P,PX,42.820909,-73.92002
12902,9968,02/04/2015 15:49:42.204003 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,PX-0400.1400,P,PX,42.820909,-73.92002
12903,9969,02/04/2015 15:49:42.204003 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,PX-0400.1400,D,DT,42.820909,-73.92002
12904,9996,02/13/2015 07:40:40.291674 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,J,JR,42.820909,-73.92002
12905,10074,03/02/2015 09:30:31.215241 MST,SCHENECTADY,12308,SCHENECTADY,Schenectady,DT-8800,D,DT,42.820909,-73.92002
12906,10120,03/09/2015 09:36:05.890222 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12907,10140,03/11/2015 08:21:32.525017 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BV-8900.9300-300,,,42.820909,-73.92002
12908,10208,04/06/2015 10:19:51.818782 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,TD-6600.4500-040,N,ND,42.820909,-73.92002
12909,10233,04/14/2015 08:10:33.907259 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-3200,,,42.820909,-73.92002
12910,10235,04/15/2015 08:50:04.77254 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,N,NL,42.820909,-73.92002
12911,10240,04/16/2015 12:36:18.619423 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,,,42.820909,-73.92002
12912,10241,04/20/2015 07:29:47.515885 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,B,BM,42.820909,-73.92002
12913,10243,04/23/2015 09:53:59.675826 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,P,PH,42.820909,-73.92002
12914,10249,05/04/2015 09:39:25.577616 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-3200,N,NT,42.820909,-73.92002
12915,10250,05/04/2015 13:52:12.489253 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,NT-8900,T,TJ,42.820909,-73.92002
12916,10251,05/07/2015 09:22:40.163712 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,TJ-3000.1500,B,BH,42.820909,-73.92002
12917,10287,05/20/2015 15:11:35.754609 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,,N,NT,42.820909,-73.92002
12918,10324,06/15/2015 13:28:29.931543 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.820909,-73.92002
12919,10325,06/15/2015 13:28:29.931543 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.820909,-73.92002
12920,10326,06/15/2015 13:28:29.931543 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,,,42.820909,-73.92002
12921,10331,06/22/2015 13:08:54.780646 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BV,42.820909,-73.92002
12922,10332,06/23/2015 08:36:51.084862 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BV-8900.9300-180,T,TD,42.820909,-73.92002
12923,10347,07/06/2015 11:15:22.217224 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,RX-8450.7000,F,FT,42.820909,-73.92002
12924,10356,07/14/2015 07:12:32.349347 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-4500.1800,F,FT,42.820909,-73.92002
12925,10357,07/14/2015 07:12:32.349347 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,FT-4500.1800,B,BH,42.820909,-73.92002
12926,10358,07/14/2015 07:12:32.349347 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-7000.4600-450,B,BH,42.820909,-73.92002
12927,10359,07/14/2015 07:12:32.349347 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-7000.4600-450,T,TJ,42.820909,-73.92002
12928,10393,07/20/2015 12:42:33.542366 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,NT-8900,B,BH,42.820909,-73.92002
12929,10400,07/27/2015 07:14:55.757066 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-5000.8300,Y,YZ,42.820909,-73.92002
12930,10405,07/30/2015 12:29:00.506655 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,NT-8900,N,NT,42.820909,-73.92002
12931,10406,07/30/2015 12:29:00.506655 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,NT-8900,B,BV,42.820909,-73.92002
12932,10407,07/30/2015 12:29:00.506655 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BV-8900.9300-180,B,BV,42.820909,-73.92002
12933,10408,07/30/2015 12:29:00.506655 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BV-8900.9300-180,,,42.820909,-73.92002
12934,10418,08/11/2015 07:39:38.384329 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,TJ-3000.1500,B,BV,42.820909,-73.92002
12935,10424,08/12/2015 16:02:31.399751 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-1850,,,42.820909,-73.92002
12936,10430,08/29/2015 10:24:05.131706 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,DM-1800.5000,,,42.820909,-73.92002
12937,10469,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.820909,-73.92002
12938,10470,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.820909,-73.92002
12939,10471,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,B,BH,42.820909,-73.92002
12940,10472,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BH-3800.7000,B,BD,42.820909,-73.92002
12941,10473,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.820909,-73.92002
12942,10474,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.820909,-73.92002
12943,10475,09/14/2015 14:25:41.528764 MDT,SCHENECTADY,12308,SCHENECTADY,Schenectady,BD-1800.2000,B,BD,42.820909,-73.92002
